"category","kor_name","english_name","occurrence_count","regions","reason"
"map_fragment","지도 조각: 겔미어 화산","Map (Mt. Gelmir)","1","surface","지도 조각: E 데이터에서 동일 제목 없음"
"map_fragment","지도 조각: 구별된 설원","Map (Consecrated Snowfield)","1","surface","지도 조각: E 데이터에서 동일 제목 없음"
"map_fragment","지도 조각: 그림자 알터","Map: Scadu Altus","1","dlc","지도 조각: E 데이터에서 동일 제목 없음"
"map_fragment","지도 조각: 깊은 뿌리 밑바닥","Map (Deeproot Depths)","1","underground","지도 조각: E 데이터에서 동일 제목 없음"
"map_fragment","지도 조각: 나락","Map: Abyss","1","dlc","지도 조각: E 데이터에서 동일 제목 없음"
"map_fragment","지도 조각: 남쪽 해안","Map: Southern Shore","1","dlc","지도 조각: E 데이터에서 동일 제목 없음"
"map_fragment","지도 조각: 도읍 로데일","Map (Leyndell, Royal Capital)","1","surface","지도 조각: E 데이터에서 동일 제목 없음"
"map_fragment","지도 조각: 라우프의 옛 유적","Map: Rauh Ruins","1","dlc","지도 조각: E 데이터에서 동일 제목 없음"
"map_fragment","지도 조각: 리에니에 동부","Map (Liurnia, East)","1","surface","지도 조각: E 데이터에서 동일 제목 없음"
"map_fragment","지도 조각: 리에니에 북부","Map: Liurnia, North","1","surface","지도 조각: E 데이터에서 동일 제목 없음"
"map_fragment","지도 조각: 리에니에 서부","Map (Liurnia, West)","1","surface","지도 조각: E 데이터에서 동일 제목 없음"
"map_fragment","지도 조각: 림그레이브 동부","Map (Limgrave, East)","1","surface","지도 조각: E 데이터에서 동일 제목 없음"
"map_fragment","지도 조각: 림그레이브 서부","Map (Limgrave, West)","1","surface","지도 조각: E 데이터에서 동일 제목 없음"
"map_fragment","지도 조각: 모그윈 왕조","Map (Mohgwyn Palace)","1","underground","지도 조각: E 데이터에서 동일 제목 없음"
"map_fragment","지도 조각: 묘지 평원","Map: Gravesite Plain","1","dlc","지도 조각: E 데이터에서 동일 제목 없음"
"map_fragment","지도 조각: 부패한 호수","Map (Lake of Rot)","1","underground","지도 조각: E 데이터에서 동일 제목 없음"
"map_fragment","지도 조각: 시오프라 강","Map (Siofra River)","1","underground","지도 조각: E 데이터에서 동일 제목 없음"
"map_fragment","지도 조각: 알터 고원","Map (Altus Plateau)","1","surface","지도 조각: E 데이터에서 동일 제목 없음"
"map_fragment","지도 조각: 에인세르 강","Map (Ainsel River)","1","underground","지도 조각: E 데이터에서 동일 제목 없음"
"map_fragment","지도 조각: 용총","Map (Dragonbarrow)","1","surface","지도 조각: E 데이터에서 동일 제목 없음"
"map_fragment","지도 조각: 케일리드","Map (Caelid)","1","surface","지도 조각: E 데이터에서 동일 제목 없음"
"map_fragment","지도 조각: 흐느낌의 반도","Map (Weeping Peninsula)","1","surface","지도 조각: E 데이터에서 동일 제목 없음"
"map_fragment","폐허 지도","Ruins Map","1","dlc","지도 조각: E 데이터에서 동일 제목 없음"
"map_fragment","폐허 지도","Ruins Map (3rd)","1","dlc","지도 조각: E 데이터에서 동일 제목 없음"
"map_fragment","폐허 지도","Ruins Map (2nd)","1","dlc","지도 조각: E 데이터에서 동일 제목 없음"
"material","개미돌","Formic Rock A","1","surface","소재 명칭 차이 또는 데이터 누락"
"material","거인 불의 반딧불 x3","Giantslab Firefly x3","1","dlc","소재 명칭 차이 또는 데이터 누락"
"material","금빛 반딧불 x2","Gold Firefly x2","1","surface","소재 명칭 차이 또는 데이터 누락"
"material","날개 깃 x2","Flight Pinion x2","1","dlc","소재 명칭 차이 또는 데이터 누락"
"material","날개 깃 x4 - 벨라트 탑의 도시","Flight Pinion x4 - Belurat Tower Settlement","1","dlc","소재 명칭 차이 또는 데이터 누락"
"material","낡은 이빨","Old Fang C","1","surface","소재 명칭 차이 또는 데이터 누락"
"material","낡은 이빨","Old Fang E","1","surface","소재 명칭 차이 또는 데이터 누락"
"material","낡은 이빨","Old Fang D","1","surface","소재 명칭 차이 또는 데이터 누락"
"material","라우프 벌레","Rauh Burrow","2","dlc","소재 명칭 차이 또는 데이터 누락"
"material","라우프 벌레 x4","Rauh Burrow x4","1","dlc","소재 명칭 차이 또는 데이터 누락"
"material","라우프 벌레 x5","Rauh Burrow x5","1","dlc","소재 명칭 차이 또는 데이터 누락"
"material","문어 알","Land Octopus Ovary B","1","surface","소재 명칭 차이 또는 데이터 누락"
"material","불타는 나비","Smoldering Butterfly (B)","1","surface","소재 명칭 차이 또는 데이터 누락"
"material","불타는 나비","Smoldering Butterfly (C)","1","surface","소재 명칭 차이 또는 데이터 누락"
"material","불타는 나비 x2","2x Smoldering Butterfly","1","surface","소재 명칭 차이 또는 데이터 누락"
"material","싹 난 뿔 x4 - 에니르 일림","Budding Horn x4 - Enir-Ilim","1","dlc","소재 명칭 차이 또는 데이터 누락"
"shield","짐승 문양 히터 실드","Beast Crest Heater Shield","1","surface","방패 번역 차이 또는 데이터 누락"
"spell","그림자의 유인","Shadow Bait","1","surface","주문 번역/띄어쓰기 차이 또는 데이터 누락"
"spell","냉기 무기","Frozen Armament","1","surface","주문 번역/띄어쓰기 차이 또는 데이터 누락"
"spell","도가니의 모습/목","Aspect of the Crucible: Breath","1","surface","주문 번역/띄어쓰기 차이 또는 데이터 누락"
"spell","독 무기","Poison Armament","1","surface","주문 번역/띄어쓰기 차이 또는 데이터 누락"
"spell","불이여 힘을!","Flame, Grant me Strength","1","surface","주문 번역/띄어쓰기 차이 또는 데이터 누락"
"spell","불이여, 회오리쳐라!","Whirl, O Flame!","1","surface","주문 번역/띄어쓰기 차이 또는 데이터 누락"
"spell","빙뢰창","Frozen Lightning Spear","1","underground","주문 번역/띄어쓰기 차이 또는 데이터 누락"
"spell","영원한 어둠","Eternal Darkness","1","surface","주문 번역/띄어쓰기 차이 또는 데이터 누락"
"spell","용암 작렬","Roiling Magma","1","surface","주문 번역/띄어쓰기 차이 또는 데이터 누락"
"spell","정신 맑음","Lucidity","1","surface","주문 번역/띄어쓰기 차이 또는 데이터 누락"
"spell","하이마의 포탄","Cannon of Haima","1","surface","주문 번역/띄어쓰기 차이 또는 데이터 누락"
"spell","황금의 마력방호","Barrier of Gold","1","surface","주문 번역/띄어쓰기 차이 또는 데이터 누락"
"spirit_ash","검은 칼날 티시","Black Knife Tiche","1","surface","뼛가루/꼭두각시 표기 차이 또는 데이터 누락"
"spirit_ash","고룡 기사 크리스토프","Ancient Dragon Knight Kristoff Ashes","1","surface","뼛가루/꼭두각시 표기 차이 또는 데이터 누락"
"spirit_ash","귀부기사 핀레이","Cleanrot Knight Finlay Ashes","1","surface","뼛가루/꼭두각시 표기 차이 또는 데이터 누락"
"spirit_ash","땅 잃은 기사 오레그","Banished Knight Oleg Ashes","1","surface","뼛가루/꼭두각시 표기 차이 또는 데이터 누락"
"spirit_ash","땅 잃은 기사 잉바르","Banished Knight Engvall Ashes","1","surface","뼛가루/꼭두각시 표기 차이 또는 데이터 누락"
"spirit_ash","목 없는 기사 루텔","Lhutel the Headless","1","surface","뼛가루/꼭두각시 표기 차이 또는 데이터 누락"
"spirit_ash","밤 무녀와 검사 꼭두각시","Nightmaiden & Swordstress Puppets","1","surface","뼛가루/꼭두각시 표기 차이 또는 데이터 누락"
"spirit_ash","백금의 라티나","Latenna the Albinauric","1","surface","뼛가루/꼭두각시 표기 차이 또는 데이터 누락"
"spirit_ash","사냥개기사 플로","Bloodhound Knight Floh","1","surface","뼛가루/꼭두각시 표기 차이 또는 데이터 누락"
"spirit_ash","적사자기사 오우가","Redmane Knight Ogha Ashes","1","surface","뼛가루/꼭두각시 표기 차이 또는 데이터 누락"
"spirit_ash","전쟁마술사 유그","Battlemage Hugues","1","surface","뼛가루/꼭두각시 표기 차이 또는 데이터 누락"
"spirit_ash","조향사 트리샤","Perfumer Tricia","1","surface","뼛가루/꼭두각시 표기 차이 또는 데이터 누락"
"spirit_ash","타락조향사 카르만","Depraved Perfumer Carmaan Ashes","1","surface","뼛가루/꼭두각시 표기 차이 또는 데이터 누락"
"spirit_ash","폭풍 매 디네","Stormhawk Deenh","1","surface","뼛가루/꼭두각시 표기 차이 또는 데이터 누락"
"spirit_ash","헤매는 귀인의 뼛가루","Wandering Noble Ashes","1","surface","뼛가루/꼭두각시 표기 차이 또는 데이터 누락"
"spirit_ash","흉조잡이 로로","Omenkiller Rollo","1","surface","뼛가루/꼭두각시 표기 차이 또는 데이터 누락"
"spirit_ash","흑염 승병 아몬","Blackflame Monk Amon Ashes","1","surface","뼛가루/꼭두각시 표기 차이 또는 데이터 누락"
"talisman","마력 용 표식의 탈리스만+2","Spelldrake Talisman +2","1","surface","탈리스만 번역/표기 차이 또는 데이터 누락"
"talisman","사악한 왕자의 업창","Prince of Death Cyst","1","underground","탈리스만 번역/표기 차이 또는 데이터 누락"
"talisman","클렙스의 작은 병","Crepus's Vial","1","surface","탈리스만 번역/표기 차이 또는 데이터 누락"
"talisman","포효의 메달리온","Roar Medallion","1","surface","탈리스만 번역/표기 차이 또는 데이터 누락"
"weapon","긴 자루 나대","Longhaft Axe","1","surface","무기 번역/강화 표기 차이 또는 데이터 누락"
"weapon","땅 잃은 기사의 도끼창 +8","Banished Knight's Halberd +8","1","surface","무기 번역/강화 표기 차이 또는 데이터 누락"
"weapon","백금 지팡이","Albinauric Staff","1","surface","무기 번역/강화 표기 차이 또는 데이터 누락"
"weapon","실루리아의 나무창","Siluria's Tree","1","underground","무기 번역/강화 표기 차이 또는 데이터 누락"
"weapon","연성 석궁","Repeating Crossbow","1","dlc","무기 번역/강화 표기 차이 또는 데이터 누락"
"weapon","카리아의 휘석검","Carian Knight's Sword","1","surface","무기 번역/강화 표기 차이 또는 데이터 누락"
"weapon","헬펜의 첨탑","Helphen's Steeple","1","surface","무기 번역/강화 표기 차이 또는 데이터 누락"
